iter	Logloss
137	0.3953395971
138	0.3950310829
139	0.3947627707
140	0.3945410744
141	0.3942003178
142	0.3939513855
143	0.3938372113
144	0.3936349668
145	0.393588115
146	0.3933911289
147	0.3932931933
148	0.3931151152
149	0.3929100333
150	0.3926678064
151	0.3924675183
152	0.3923574749
153	0.3921957717
154	0.3920245687
155	0.3918660237
156	0.3917025347
157	0.3915270634
158	0.391263498
159	0.3910286773
160	0.3909542406
161	0.3909297299
162	0.3909179731
163	0.3907614016
164	0.3905660807
165	0.390311026
166	0.3900622279
167	0.3897821311
168	0.3897197879
169	0.3896299242
170	0.3894407618
171	0.3892956309
172	0.3891743584
173	0.3891739243
174	0.3891571257
175	0.3889805539
176	0.3888903885
177	0.3887406592
178	0.3885311353
179	0.3884342329
180	0.3882952187
181	0.3881043627
182	0.3879848619
183	0.3878573701
184	0.3876587608
185	0.387456642
186	0.3872683588
187	0.3871353563
188	0.3870293828
189	0.3870068683
190	0.3868329218
191	0.3866705447
192	0.3864428947
193	0.3861138161
194	0.3860061825
195	0.3858608942
196	0.385776727
197	0.385758553
198	0.3856387603
199	0.3854753662
200	0.3852777807
201	0.3852769612
202	0.3851932973
203	0.3850714944
204	0.3849052939
205	0.3848325222
206	0.3847660714
207	0.3845876498
208	0.3845840018
209	0.3845839797
210	0.3843752972
211	0.3842737984
212	0.3842527252
213	0.3842527158
214	0.3842458173
215	0.3841837788
216	0.3837997595
217	0.383686902
218	0.3835750659
219	0.3834185928
220	0.3834075039
221	0.3831986824
222	0.3830294008
223	0.3829849487
224	0.3828458426
225	0.3826975138
226	0.3826461195
227	0.3825285679
228	0.3824781638
229	0.3824684672
230	0.3823850064
231	0.3823815815
232	0.3823495899
233	0.3823320489
234	0.3823320483
235	0.3822395493
236	0.3821453274
237	0.3819974066
238	0.3818499749
239	0.3817619622
240	0.3815106191
241	0.3813550359
242	0.3813306077
243	0.3812198504
244	0.3811130659
245	0.3811018813
246	0.3809451563
247	0.3807828995
248	0.3806199742
249	0.3804959261
250	0.380424648
251	0.3801801571
252	0.3799773245
253	0.3799035533
254	0.3798818912
255	0.3798475538
256	0.3796654921
257	0.3795739509
258	0.3794314326
259	0.3793072298
260	0.3791159733
261	0.3790944798
262	0.3789824612
263	0.3787490138
264	0.3785772136
265	0.3784744209
266	0.3784084337
267	0.3782597489
268	0.3781347829
269	0.3780157792
270	0.3779720782
271	0.377877426
272	0.3777274141
273	0.3775110764
274	0.377479343
275	0.3773171677
276	0.3772877861
277	0.3771523443
278	0.3770039752
279	0.3770039565
280	0.3768383546
281	0.3768191708
282	0.3768007459
283	0.3767917357
284	0.3767649592
285	0.3766579155
286	0.3766125527
287	0.3764822499
288	0.3763627031
289	0.3761819755
290	0.3761634529
291	0.3760471469
292	0.3760471275
293	0.3759515754
294	0.3756500083
295	0.3753969335
296	0.3753814717
297	0.375212885
298	0.375183905
299	0.3750424919
300	0.3749636948
301	0.3749636512
302	0.3749612833
303	0.37486703
304	0.3748483213
305	0.3748267551
306	0.3748071511
307	0.374771011
308	0.3747707228
309	0.3746299949
310	0.3744736359
311	0.3743844022
312	0.3743576072
313	0.374308767
314	0.3741151487
315	0.37411511
316	0.3740980772
317	0.3740800188
318	0.3740514901
319	0.3740506208
320	0.3739378946
321	0.3738097917
322	0.3738023459
323	0.3736535919
324	0.3736535608
325	0.3735379798
326	0.3735348879
327	0.3734297509
328	0.3733112535
329	0.3732654344
330	0.3731700224
331	0.3729553296
332	0.3729528826
333	0.3729528754
334	0.3727432219
335	0.3726982258
336	0.3726958105
337	0.3726830064
338	0.3725894191
339	0.3725530004
340	0.3724973655
341	0.3723849193
342	0.3722981786
343	0.3722119791
344	0.3721777465
345	0.3720487618
346	0.3720487609
347	0.3719825518
348	0.3717721305
349	0.3717629638
350	0.3716986178
351	0.371617809
352	0.3715208815
353	0.3714401064
354	0.3713931294
355	0.371215896
356	0.3712158681
357	0.3711260071
358	0.3709438165
359	0.3707863016
360	0.3706726291
361	0.3706179105
362	0.3705365538
363	0.3705096726
364	0.3705066137
365	0.3705045152
366	0.3704996287
367	0.3703423143
368	0.3702727471
369	0.3701412272
370	0.3699829082
371	0.3698778766
372	0.3698650727
373	0.3698515387
374	0.3695728364
375	0.3695033207
376	0.3693667934
377	0.3691317667
378	0.369069486
379	0.3690517656
380	0.3690407122
381	0.3689881771
382	0.3689157046
383	0.3688010564
384	0.3688010326
385	0.3687752982
386	0.3687691845
387	0.3687589153
388	0.36863552
389	0.3686062226
390	0.3686051722
391	0.3684609918
392	0.368384773
393	0.3681969545
394	0.3681622146
395	0.3681470333
396	0.3681033118
397	0.3679839477
398	0.3679777282
399	0.3678647978
400	0.3677347116
401	0.3677069568
402	0.3676966368
403	0.3676786424
404	0.3675030208
405	0.3674999629
406	0.3674068683
407	0.3672744655
408	0.367156433
409	0.3670006221
410	0.3668943402
411	0.3668448461
412	0.3668204213
413	0.3667746609
414	0.3667332122
415	0.3667077948
416	0.3665925586
417	0.3665371065
418	0.3664419468
419	0.366201865
420	0.366099779
421	0.3658704129
422	0.3657179561
423	0.365437189
424	0.3652726369
425	0.3651848646
426	0.365120753
427	0.3650008081
428	0.3648811494
429	0.3647206376
430	0.3646473708
431	0.3645962495
432	0.3644822047
433	0.3643122228
434	0.3641969048
435	0.3641009372
436	0.3639048938
437	0.36390485
438	0.3638047838
439	0.3637349082
440	0.3635718503
441	0.3635008946
442	0.3633712108
443	0.3631836949
444	0.3630951324
445	0.3630336466
446	0.3629043555
447	0.3628268325
448	0.3626923433
449	0.362627515
450	0.3625347046
451	0.3623885439
452	0.3623831268
453	0.362276953
454	0.3622394033
455	0.362163243
456	0.3620617484
457	0.3619274161
458	0.3618330804
459	0.3618330585
460	0.3616249296
461	0.3615755303
462	0.3615687066
463	0.3613569166
464	0.3612991218
465	0.3612146075
466	0.3611355814
467	0.3610150963
468	0.3608175351
469	0.3606926836
470	0.3605754306
471	0.360398719
472	0.3602770528
473	0.3602402797
474	0.3602277981
475	0.3601679956
476	0.360129055
477	0.3600495736
478	0.3599984453
479	0.3599324079
480	0.3598132669
481	0.3597520418
482	0.3596592283
483	0.3595446398
484	0.359505533
485	0.3594332619
486	0.3592817128
487	0.3592462201
488	0.359217718
489	0.3591281258
490	0.3590753699
491	0.3589613617
492	0.3589061715
493	0.358876344
494	0.3587475075
495	0.3586550137
496	0.3585566185
497	0.3584428299
498	0.3582668456
499	0.3580301401
500	0.3578612898
501	0.357704228
502	0.3576201276
503	0.3575786681
504	0.3574875437
505	0.3574372763
506	0.3573794389
507	0.3572235202
508	0.357167211
509	0.3570674921
510	0.3569625961
511	0.3568870836
512	0.3567897034
513	0.356772891
514	0.3567025498
515	0.3565796856
516	0.3564839441
517	0.3562895072
518	0.3562090652
519	0.3560854789
520	0.3559678973
521	0.3559101769
522	0.3558752799
523	0.3558392976
524	0.3557471213
525	0.355691914
526	0.3556286064
527	0.3555454957
528	0.3553784175
529	0.3552745199
530	0.3551838093
531	0.3548498115
532	0.3547885733
533	0.354638803
534	0.3544655126
535	0.3543585577
536	0.3541198037
537	0.3539248749
538	0.3537412552
539	0.3536739585
540	0.3536119
541	0.3534584031
542	0.3533202701
543	0.353186709
544	0.3531341201
545	0.3529969996
546	0.352861631
547	0.3527905851
548	0.3525037741
549	0.3523570325
550	0.352210635
551	0.3521205968
552	0.3519985497
553	0.3519031322
554	0.3518560704
555	0.3517318027
556	0.3516519119
557	0.3515469693
558	0.3514751802
559	0.3514036031
560	0.3512561649
561	0.3511699546
562	0.3510631714
563	0.3509473801
564	0.3508598472
565	0.3508037016
566	0.3506593169
567	0.3506494685
568	0.3505232205
569	0.3503830089
570	0.3503130248
571	0.3502723426
572	0.3502514017
573	0.3501574227
574	0.3500952131
575	0.3499955923
576	0.3498772425
577	0.3498167447
578	0.349786095
579	0.3496657924
580	0.3494754829
581	0.3494139079
582	0.3493516845
583	0.3492453113
584	0.3490509791
585	0.348924844
586	0.3488790827
587	0.3487488106
588	0.3487093445
589	0.3486646933
590	0.3485912851
591	0.3485398221
592	0.3484185711
593	0.3483602427
594	0.348142207
595	0.3480404391
596	0.3480277577
597	0.3479965331
598	0.3478538087
599	0.3478318506
600	0.3478155265
601	0.3477285335
602	0.3475495879
603	0.3473511754
604	0.3472702838
605	0.3471125106
606	0.3469787087
607	0.3468899329
608	0.346740481
609	0.3466174772
610	0.3464831621
611	0.3464638968
612	0.3464279631
613	0.3463993295
614	0.3462884544
615	0.3462640019
616	0.346095039
617	0.3459692093
618	0.3458818144
619	0.3457524487
620	0.3456972093
621	0.3456510768
622	0.3455779002
623	0.3455071158
624	0.3454643396
625	0.3453297278
626	0.345178898
627	0.3451201098
628	0.3450981419
629	0.3449916765
630	0.3448270961
631	0.3447716886
632	0.3446723599
633	0.3445614996
634	0.3444465205
635	0.3442200438
636	0.3441739608
637	0.3441408489
638	0.3441237273
639	0.3440632254
640	0.3440056649
641	0.3439248112
642	0.3438882686
643	0.3437927295
644	0.3436461777
645	0.343514786
646	0.3434010316
647	0.343296872
648	0.3432573812
649	0.3431609507
650	0.3431334393
651	0.3430725885
652	0.3429743554
653	0.3428816381
654	0.3428260242
655	0.3426782246
656	0.3425476942
657	0.3424274403
658	0.3423593199
659	0.3422399655
660	0.3421130215
661	0.3420342223
662	0.3419625212
663	0.341864502
664	0.341783473
665	0.3416892308
666	0.3415365505
667	0.341467369
668	0.3412991109
669	0.3411933844
670	0.3411459148
671	0.3411071909
672	0.3409502678
673	0.3409150929
674	0.3407905825
675	0.3407422542
676	0.3406224744
677	0.3405466515
678	0.3404093169
679	0.3402966565
680	0.3401376985
681	0.3400202511
682	0.3398276778
683	0.3397720291
684	0.3397188214
685	0.3396487161
686	0.3395984684
687	0.3395274212
688	0.3394224274
689	0.3394101399
690	0.3392952344
691	0.3392797605
692	0.3391900422
693	0.3390938061
694	0.3390740626
695	0.3390469903
696	0.3389462893
697	0.3388601958
698	0.3387244774
699	0.3386912719
700	0.3385074208
701	0.3384243571
702	0.3383630615
703	0.3382428304
704	0.3382051211
705	0.3380946227
706	0.3379629791
707	0.3378175323
708	0.3377908846
709	0.3376042341
710	0.337544568
711	0.3373788066
712	0.3373593432
713	0.337268186
714	0.3372493405
715	0.3371051096
716	0.3370370137
717	0.3369851181
718	0.3369420748
719	0.3369308286
720	0.3368057979
721	0.3367591529
722	0.336662995
723	0.3366486246
724	0.3365888904
725	0.3365543759
726	0.3365146251
727	0.3364822686
728	0.3363442913
729	0.33622973
730	0.3362128604
731	0.3361652983
732	0.336085437
733	0.3359435452
734	0.3357763777
735	0.3356415504
736	0.335498981
737	0.3353539743
738	0.3352016915
739	0.3350971809
740	0.3350249609
741	0.3349763532
742	0.3349248565
743	0.3348408382
744	0.3347629803
745	0.3346594464
746	0.3344506182
747	0.3344103394
748	0.3342744718
749	0.3341644991
750	0.3341091262
751	0.3340748736
752	0.3340310959
753	0.3339951318
754	0.3337839593
755	0.3336865929
756	0.333637034
757	0.3333875117
758	0.3333229664
759	0.333288319
760	0.3331675325
761	0.3331137003
762	0.3330714851
763	0.332926172
764	0.332801622
765	0.3327781163
766	0.3327636746
767	0.3326534023
768	0.3325990451
769	0.3324689702
770	0.3324301566
771	0.3321921711
772	0.3321361151
773	0.3321011497
774	0.33206423
775	0.3320169046
776	0.3319534968
777	0.3318130454
778	0.3317696755
779	0.3317219415
780	0.3315703548
781	0.3315312742
782	0.3314088327
783	0.3312756545
784	0.3312429764
785	0.3311084949
786	0.3310677468
787	0.3309635161
788	0.3308419252
789	0.3308226635
790	0.3307605195
791	0.3307088948
792	0.3305842862
793	0.3304388951
794	0.3304089273
795	0.330328608
796	0.3301631109
797	0.3300931139
798	0.330001342
799	0.3299246309
800	0.3298796593
801	0.3297920907
802	0.3297431501
803	0.3296995853
804	0.3295779315
805	0.3295471318
806	0.3294955277
807	0.3293604989
808	0.3293074148
809	0.3292653184
810	0.3292187509
811	0.3291219993
812	0.329068522
813	0.3290464475
814	0.3289274743
815	0.3288820768
816	0.3288381433
817	0.3288081492
818	0.3287788747
819	0.3287020505
820	0.3286790106
821	0.3286329987
822	0.3285614215
823	0.3284743984
824	0.3284541123
825	0.3283951788
826	0.3283550577
827	0.3283489205
828	0.3283298864
829	0.3282839206
830	0.3282577711
831	0.3282157093
832	0.3280459387
833	0.3280158419
834	0.3279573672
835	0.3278495255
836	0.3278313581
837	0.3277390265
838	0.3276236398
839	0.3276056288
840	0.3274501004
841	0.3273223234
842	0.3271847474
843	0.3271674894
844	0.3270561749
845	0.3269461868
846	0.3268796503
847	0.3268629972
848	0.3267673864
849	0.3267018009
850	0.3265734273
851	0.3265401909
852	0.3264956771
853	0.3263627516
854	0.3261727655
855	0.3260978345
856	0.3260417521
857	0.3260115563
858	0.3259787241
859	0.3258746687
860	0.3257559187
861	0.325712282
862	0.3255616903
863	0.3255011269
864	0.3253731854
865	0.3253293043
866	0.3252774605
867	0.3251947828
868	0.32513732
869	0.3250839979
870	0.3249489607
871	0.3248583982
872	0.3248219276
873	0.324556696
874	0.3243991345
875	0.3243721435
876	0.324261922
877	0.3241200841
878	0.3240842346
879	0.3239613149
880	0.3238164615
881	0.3237681554
882	0.3236230618
883	0.3235821011
884	0.3235680202
885	0.3235561213
886	0.3235046582
887	0.3234662695
888	0.3233023846
889	0.32329162
890	0.3232303952
891	0.3231285777
892	0.32304533
893	0.3229298371
894	0.3228083912
895	0.3227408025
896	0.3226903015
897	0.3225958111
898	0.3225549638
899	0.3225119421
900	0.3223558259
901	0.3223095702
902	0.3221574605
903	0.3220972316
904	0.322059413
905	0.3219502389
906	0.3218521569
907	0.3218237688
908	0.3217694283
909	0.3216607899
910	0.3216252654
911	0.3214960045
912	0.3214261875
913	0.3213861585
914	0.3212716868
915	0.3211465115
916	0.3210443334
917	0.3209219602
918	0.3208950078
919	0.3207240137
920	0.320681637
921	0.3206034077
922	0.3205147564
923	0.3204466116
924	0.3204365661
925	0.3203770824
926	0.3202617629
927	0.3201942897
928	0.3201694175
929	0.3200718221
930	0.3200094645
931	0.3199065501
932	0.319877574
933	0.319742537
934	0.3197011715
935	0.319670859
936	0.3196016679
937	0.3195184368
938	0.3194903597
939	0.3194444143
940	0.3193276528
941	0.3193041974
942	0.3192047414
943	0.3191793883
944	0.3191676366
945	0.3190186038
946	0.3190012673
947	0.318915364
948	0.3188830074
949	0.3187284151
950	0.3186419714
951	0.318589286
952	0.3185346405
953	0.3184409349
954	0.3182677264
955	0.318231321
956	0.3182241114
957	0.3181766132
958	0.3180466366
959	0.3180114403
960	0.317950982
961	0.3178092361
962	0.3176646104
963	0.3176413951
964	0.3175226406
965	0.3174612734
966	0.3174068794
967	0.3173432373
968	0.317208147
969	0.317127846
970	0.3170967941
971	0.3169940341
972	0.3168196841
973	0.3166960756
974	0.316582616
975	0.3165462573
976	0.3164729892
977	0.3163619722
978	0.3162376071
979	0.3162305703
980	0.3161287042
981	0.3160352486
982	0.3158863516
983	0.3158219024
984	0.3157875152
985	0.3156951599
986	0.3156311138
987	0.3155805064
988	0.3154751757
989	0.3154288415
990	0.315274975
991	0.3152637944
992	0.3152122486
993	0.3150727836
994	0.3150221208
995	0.3149299985
996	0.3148424836
997	0.3147967909
998	0.3147587402
999	0.3146339957
